Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
E3,12/11/99,Northampton,Cheltenham,3,2,H,,,,,,,,,,,,,,,,,,,,,
E3,12/11/99,Rotherham,Leyton Orient,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,12/11/99,Shrewsbury,Swansea City,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,12/11/99,Southend,Hull City,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,13/11/99,Hartlepool,Chester,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,14/11/99,Macclesfield,Brighton & Hove Albion,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,14/11/99,Plymouth,Barnet,4,1,H,,,,,,,,,,,,,,,,,,,,,
E3,14/11/99,Rochdale,Mansfield,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,16/11/99,Swansea City,Cheltenham,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,20/11/99,Peterboro,Macclesfield,2,2,D,,,,,,,,,,,,,,,,,,,,,
E3,23/11/99,Barnet,Carlisle,3,0,H,,,,,,,,,,,,,,,,,,,,,
E3,23/11/99,Brighton & Hove Albion,Lincoln,2,2,D,,,,,,,,,,,,,,,,,,,,,
E3,23/11/99,Cheltenham,Plymouth,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,23/11/99,Chester,Southend,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,23/11/99,Exeter,Northampton,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,23/11/99,Hull City,Halifax,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,23/11/99,Leyton Orient,Rochdale,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,23/11/99,Mansfield,Rotherham,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,23/11/99,Swansea City,Darlington,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,23/11/99,Torquay,Hartlepool,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,23/11/99,York,Shrewsbury,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,27/11/99,Brighton & Hove Albion,Northampton,1,3,A,,,,,,,,,,,,,,,,,,,,,
E3,27/11/99,Carlisle,Rotherham,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,27/11/99,Cheltenham,Leyton Orient,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,27/11/99,Chester,Swansea City,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,27/11/99,Exeter,Torquay,3,2,H,,,,,,,,,,,,,,,,,,,,,
E3,27/11/99,Halifax,Mansfield,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,27/11/99,Lincoln,Rochdale,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,27/11/99,Macclesfield,Hartlepool,3,3,D,,,,,,,,,,,,,,,,,,,,,
E3,27/11/99,Peterboro,Barnet,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,27/11/99,Shrewsbury,Hull City,3,0,H,,,,,,,,,,,,,,,,,,,,,
E3,27/11/99,Southend,Darlington,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,27/11/99,York,Plymouth,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,04/12/99,Barnet,Chester,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,04/12/99,Darlington,Halifax,4,0,H,,,,,,,,,,,,,,,,,,,,,
E3,04/12/99,Hartlepool,Peterboro,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,04/12/99,Hull City,Exeter,4,0,H,,,,,,,,,,,,,,,,,,,,,
E3,04/12/99,Leyton Orient,Carlisle,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,04/12/99,Northampton,Macclesfield,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,04/12/99,Plymouth,Southend,3,1,H,,,,,,,,,,,,,,,,,,,,,
E3,04/12/99,Rochdale,Cheltenham,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,04/12/99,Rotherham,Lincoln,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,04/12/99,Swansea City,York,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,04/12/99,Torquay,Shrewsbury,3,1,H,,,,,,,,,,,,,,,,,,,,,
E3,10/12/99,Brighton & Hove Albion,Rochdale,3,4,A,,,,,,,,,,,,,,,,,,,,,
E3,10/12/99,Southend,Barnet,1,3,A,,,,,,,,,,,,,,,,,,,,,
E3,11/12/99,Cheltenham,Macclesfield,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,11/12/99,Halifax,Rotherham,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,11/12/99,Hartlepool,Swansea City,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,11/12/99,Shrewsbury,Northampton,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,14/12/99,Carlisle,Torquay,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,15/12/99,Darlington,Chester,3,1,H,,,,,,,,,,,,,,,,,,,,,
E3,17/12/99,Northampton,Plymouth,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,17/12/99,York,Southend,2,2,D,,,,,,,,,,,,,,,,,,,,,
E3,18/12/99,Barnet,Mansfield,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,18/12/99,Chester,Halifax,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,18/12/99,Exeter,Hartlepool,1,2,A,,,,,,,,,,,,,,,,,,,,,
